seed,source_task,target_task,compatibility_score,calibration_mse,calibration_accuracy,solved_label,original_reuse,false_reuse,calibrated_score_reuse,calibrated_false_reuse
10,addition,addition,0.9976094371702279,0.15410485127523046,0.83,False,True,True,True,True
10,addition,subtraction,0.20784448738120592,105.90678303006446,0.10333333333333333,False,False,False,False,False
10,addition,multiplication,0.00015660343260695815,400.66018281736075,0.03,False,False,False,False,False
10,addition,powers,0.8402011731091829,10.710631233058882,0.05333333333333334,False,False,False,False,False
10,subtraction,addition,0.14518976470415093,126.11728808188337,0.06666666666666667,False,False,False,False,False
10,subtraction,subtraction,0.9972813314824428,0.13584774625931367,0.8733333333333333,True,True,False,True,False
10,subtraction,multiplication,2.4886415871728493e-08,847.8310261487007,0.013333333333333334,False,False,False,False,False
10,subtraction,powers,0.6701570126694375,23.87406624721647,0.056666666666666664,False,False,False,False,False
10,multiplication,addition,0.0004222189558388598,490.919744663741,0.03333333333333333,False,False,False,False,False
10,multiplication,subtraction,2.1929978753247255e-05,743.6049674556652,0.0,False,False,False,False,False
10,multiplication,multiplication,0.9873998454093516,0.6156376039769966,0.8133333333333334,False,True,True,False,False
10,multiplication,powers,0.8976200162824879,6.528127771016606,0.24666666666666667,False,False,False,False,False
10,powers,addition,0.06782276295364906,173.60111085479022,0.03333333333333333,False,False,False,False,False
10,powers,subtraction,0.00013696686461377072,511.5557613267274,0.006666666666666667,False,False,False,False,False
10,powers,multiplication,0.004671572498712693,255.90861290481777,0.07333333333333333,False,False,False,False,False
10,powers,powers,0.9964754147639089,0.19644527548564644,0.8533333333333334,True,True,False,True,False
11,addition,addition,0.9971213156337102,0.1365052545438654,0.82,False,True,True,True,True
11,addition,subtraction,0.14606716606720224,110.50955145794406,0.11,False,False,False,False,False
11,addition,multiplication,0.00022715325595228515,399.29917398312654,0.03333333333333333,False,False,False,False,False
11,addition,powers,0.820848952205835,8.192510895348015,0.11333333333333333,False,False,False,False,False
11,subtraction,addition,0.17040998774275698,112.89987494533526,0.09,False,False,False,False,False
11,subtraction,subtraction,0.9978327777470596,0.13049327143436976,0.9033333333333333,True,True,False,True,False
11,subtraction,multiplication,3.739914182258122e-08,808.6134250508479,0.01,False,False,False,False,False
11,subtraction,powers,0.6363642104705258,18.939421679585653,0.05333333333333334,False,False,False,False,False
11,multiplication,addition,0.001644528638432477,382.86536804401084,0.03666666666666667,False,False,False,False,False
11,multiplication,subtraction,2.575674612506494e-06,828.9291502529278,0.01,False,False,False,False,False
11,multiplication,multiplication,0.9955934739033063,0.20177781477153447,0.8866666666666667,True,True,False,True,False
11,multiplication,powers,0.8890554794545733,4.845575294659079,0.23333333333333334,False,False,False,False,False
11,powers,addition,0.03646803188639351,171.11513822111093,0.023333333333333334,False,False,False,False,False
11,powers,subtraction,9.87223082798069e-05,513.559377083772,0.013333333333333334,False,False,False,False,False
11,powers,multiplication,0.004303759313954189,278.5321105372457,0.09,False,False,False,False,False
11,powers,powers,0.9969493952486075,0.2000682417079834,0.8733333333333333,True,True,False,True,False
12,addition,addition,0.9964457063960537,0.17955416925720732,0.7666666666666667,False,True,True,True,True
12,addition,subtraction,0.17700957672802117,122.42028487775751,0.08333333333333333,False,False,False,False,False
12,addition,multiplication,0.00033045160032472634,310.77566153576635,0.043333333333333335,False,False,False,False,False
12,addition,powers,0.8860744126130389,9.356119808754986,0.12666666666666668,False,False,False,False,False
12,subtraction,addition,0.20081555064991208,112.17340901675627,0.06333333333333334,False,False,False,False,False
12,subtraction,subtraction,0.9983760323891898,0.13831995571255395,0.81,False,True,True,True,True
12,subtraction,multiplication,1.5237154993713419e-07,658.8265072218278,0.01,False,False,False,False,False
